,0
2442,"Jsem žena, je mi 51 let, mé vzdělání je základní + středoškolské vzdělání bez maturity. Žiji v Královéhradeckém kraji, v okresu Náchod a obci o velikosti 5.001 - 20.000 obyvatel. Z hlediska zaměstnání jsem zaměstnanec na plný úvazek a příjem naší domácnosti je 30.001 - 40.000 Kč. Mám spíše dobrou životní úroveň. Spíše se zajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
2443,"Jsem žena, je mi 49 let, mé vzdělání je středoškolské vzdělání s maturitou. Žiji v Moravskoslezském kraji, v okresu Frýdek-Místek a obci o velikosti 1.000 - 5.000 obyvatel. Z hlediska zaměstnání jsem zaměstnanec na plný úvazek a příjem naší domácnosti je 25.001 - 30.000 Kč. Mám spíše dobrou životní úroveň. Spíše se zajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
2444,"Jsem muž, je mi 49 let, mé vzdělání je základní + středoškolské vzdělání bez maturity. Žiji v Libereckém kraji, v okresu Jablonec nad Nisou a obci o velikosti Méně než 1.000 obyvatel. Z hlediska zaměstnání jsem podnikatel, živnostník, osvč a příjem naší domácnosti je 25.001 - 30.000 Kč. Mám spíše dobrou životní úroveň. Velmi se zajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
2445,"Jsem muž, je mi 40 let, mé vzdělání je středoškolské vzdělání s maturitou. Žiji v Olomouckém kraji, v okresu Přerov a obci o velikosti 1.000 - 5.000 obyvatel. Z hlediska zaměstnání jsem zaměstnanec na plný úvazek a příjem naší domácnosti je 30.001 - 40.000 Kč. Nemám ani dobrou, ani špatnou životní úroveň. Spíše se zajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
2446,"Jsem žena, je mi 46 let, mé vzdělání je středoškolské vzdělání s maturitou. Žiji v Jihomoravském kraji, v okresu Břeclav a obci o velikosti 20.001 - 100.000 obyvatel. Z hlediska zaměstnání jsem podnikatel, živnostník, osvč a příjem naší domácnosti je Do 15.000 Kč. Nemám ani dobrou, ani špatnou životní úroveň. Spíše se zajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
2447,"Jsem žena, je mi 64 let, mé vzdělání je středoškolské vzdělání s maturitou. Žiji v Jihočeském kraji, v okresu Tábor a obci o velikosti 1.000 - 5.000 obyvatel. Z hlediska zaměstnání jsem důchodce a příjem naší domácnosti je 25.001 - 30.000 Kč. Nemám ani dobrou, ani špatnou životní úroveň. Spíše se zajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
2448,"Jsem žena, je mi 44 let, mé vzdělání je středoškolské vzdělání s maturitou. Žiji v Jihomoravském kraji, v okresu Hodonín a obci o velikosti 1.000 - 5.000 obyvatel. Z hlediska zaměstnání jsem zaměstnanec na plný úvazek a příjem naší domácnosti je 30.001 - 40.000 Kč. Mám spíše dobrou životní úroveň. Spíše se nezajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
2449,"Jsem muž, je mi 47 let, mé vzdělání je základní + středoškolské vzdělání bez maturity. Žiji v Jihomoravském kraji, v okresu Brno-venkov a obci o velikosti Méně než 1.000 obyvatel. Z hlediska zaměstnání jsem zaměstnanec na plný úvazek a příjem naší domácnosti je 25.001 - 30.000 Kč. Mám velmi špatnou životní úroveň. Spíše se nezajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
2450,"Jsem žena, je mi 51 let, mé vzdělání je základní + středoškolské vzdělání bez maturity. Žiji v Praze, v okresu Praha a obci o velikosti Více než 100.000 obyvatel. Z hlediska zaměstnání jsem zaměstnanec na plný úvazek a příjem naší domácnosti je nan. Mám spíše dobrou životní úroveň. Spíše se nezajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
2451,"Jsem muž, je mi 39 let, mé vzdělání je středoškolské vzdělání s maturitou. Žiji v Středočeském kraji, v okresu Kolín a obci o velikosti 20.001 - 100.000 obyvatel. Z hlediska zaměstnání jsem zaměstnanec na plný úvazek a příjem naší domácnosti je 30.001 - 40.000 Kč. Nemám ani dobrou, ani špatnou životní úroveň. Spíše se nezajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
2452,"Jsem muž, je mi 54 let, mé vzdělání je středoškolské vzdělání s maturitou. Žiji v Jihočeském kraji, v okresu Písek a obci o velikosti 1.000 - 5.000 obyvatel. Z hlediska zaměstnání jsem zaměstnanec na plný úvazek a příjem naší domácnosti je 30.001 - 40.000 Kč. Nemám ani dobrou, ani špatnou životní úroveň. Spíše se zajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
2453,"Jsem žena, je mi 24 let, mé vzdělání je základní + středoškolské vzdělání bez maturity. Žiji v Jihomoravském kraji, v okresu Hodonín a obci o velikosti 5.001 - 20.000 obyvatel. Z hlediska zaměstnání jsem bez zaměstnání, hledající práci a příjem naší domácnosti je Do 15.000 Kč. Mám velmi špatnou životní úroveň. Spíše se nezajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
2454,"Jsem muž, je mi 22 let, mé vzdělání je středoškolské vzdělání s maturitou. Žiji v Pardubickém kraji, v okresu Chrudim a obci o velikosti 20.001 - 100.000 obyvatel. Z hlediska zaměstnání jsem student a příjem naší domácnosti je Do 15.000 Kč. Nemám ani dobrou, ani špatnou životní úroveň. Spíše se zajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
2455,"Jsem muž, je mi 45 let, mé vzdělání je základní + středoškolské vzdělání bez maturity. Žiji v Jihomoravském kraji, v okresu Hodonín a obci o velikosti 1.000 - 5.000 obyvatel. Z hlediska zaměstnání jsem zaměstnanec na plný úvazek a příjem naší domácnosti je 15.001 - 20.000 Kč. Nemám ani dobrou, ani špatnou životní úroveň. Vůbec se nezajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
2456,"Jsem muž, je mi 47 let, mé vzdělání je vysokoškolské vzdělání. Žiji v Královéhradeckém kraji, v okresu Náchod a obci o velikosti 1.000 - 5.000 obyvatel. Z hlediska zaměstnání jsem zaměstnanec na plný úvazek a příjem naší domácnosti je 30.001 - 40.000 Kč. Mám spíše dobrou životní úroveň. Spíše se zajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
2457,"Jsem žena, je mi 46 let, mé vzdělání je základní + středoškolské vzdělání bez maturity. Žiji v Jihomoravském kraji, v okresu Brno-město a obci o velikosti 20.001 - 100.000 obyvatel. Z hlediska zaměstnání jsem zaměstnanec na částečný úvazek a příjem naší domácnosti je Do 15.000 Kč. Nemám ani dobrou, ani špatnou životní úroveň. Spíše se nezajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
2458,"Jsem žena, je mi 42 let, mé vzdělání je základní + středoškolské vzdělání bez maturity. Žiji v Olomouckém kraji, v okresu Olomouc a obci o velikosti 1.000 - 5.000 obyvatel. Z hlediska zaměstnání jsem zaměstnanec na částečný úvazek a příjem naší domácnosti je 15.001 - 20.000 Kč. Mám spíše dobrou životní úroveň. Spíše se nezajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
2459,"Jsem žena, je mi 60 let, mé vzdělání je středoškolské vzdělání s maturitou. Žiji v Jihomoravském kraji, v okresu Vyškov a obci o velikosti 1.000 - 5.000 obyvatel. Z hlediska zaměstnání jsem zaměstnanec na plný úvazek a příjem naší domácnosti je 25.001 - 30.000 Kč. Mám spíše dobrou životní úroveň. Spíše se nezajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
2460,"Jsem žena, je mi 47 let, mé vzdělání je základní + středoškolské vzdělání bez maturity. Žiji v Jihomoravském kraji, v okresu Břeclav a obci o velikosti 20.001 - 100.000 obyvatel. Z hlediska zaměstnání jsem zaměstnanec na plný úvazek a příjem naší domácnosti je 30.001 - 40.000 Kč. Nemám ani dobrou, ani špatnou životní úroveň. Spíše se nezajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
2461,"Jsem muž, je mi 58 let, mé vzdělání je základní + středoškolské vzdělání bez maturity. Žiji v Kraji Vysočina, v okresu Pelhřimov a obci o velikosti 1.000 - 5.000 obyvatel. Z hlediska zaměstnání jsem zaměstnanec na plný úvazek a příjem naší domácnosti je 20.001 - 25.000 Kč. Nemám ani dobrou, ani špatnou životní úroveň. Velmi se zajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
2462,"Jsem žena, je mi 60 let, mé vzdělání je základní + středoškolské vzdělání bez maturity. Žiji v Moravskoslezském kraji, v okresu Frýdek-Místek a obci o velikosti 20.001 - 100.000 obyvatel. Z hlediska zaměstnání jsem zaměstnanec na plný úvazek a příjem naší domácnosti je 30.001 - 40.000 Kč. Mám spíše dobrou životní úroveň. Spíše se nezajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
2463,"Jsem muž, je mi 48 let, mé vzdělání je středoškolské vzdělání s maturitou. Žiji v Plzeňském kraji, v okresu Plzeň-město a obci o velikosti 1.000 - 5.000 obyvatel. Z hlediska zaměstnání jsem zaměstnanec na plný úvazek a příjem naší domácnosti je 25.001 - 30.000 Kč. Mám spíše dobrou životní úroveň. Spíše se zajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
2464,"Jsem muž, je mi 38 let, mé vzdělání je základní + středoškolské vzdělání bez maturity. Žiji v Kraji Vysočina, v okresu Jihlava a obci o velikosti 1.000 - 5.000 obyvatel. Z hlediska zaměstnání jsem zaměstnanec na plný úvazek a příjem naší domácnosti je 20.001 - 25.000 Kč. Mám spíše špatnou životní úroveň. Spíše se zajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
2465,"Jsem muž, je mi 46 let, mé vzdělání je středoškolské vzdělání s maturitou. Žiji v Olomouckém kraji, v okresu Šumperk a obci o velikosti 20.001 - 100.000 obyvatel. Z hlediska zaměstnání jsem zaměstnanec na plný úvazek a příjem naší domácnosti je 40.001 - 60.000 Kč. Mám velmi špatnou životní úroveň. Spíše se zajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
2466,"Jsem muž, je mi 36 let, mé vzdělání je vysokoškolské vzdělání. Žiji v Ústeckém kraji, v okresu Litoměřice a obci o velikosti 5.001 - 20.000 obyvatel. Z hlediska zaměstnání jsem zaměstnanec na plný úvazek a příjem naší domácnosti je 25.001 - 30.000 Kč. Nemám ani dobrou, ani špatnou životní úroveň. Spíše se zajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
2467,"Jsem žena, je mi 38 let, mé vzdělání je základní + středoškolské vzdělání bez maturity. Žiji v Moravskoslezském kraji, v okresu Frýdek-Místek a obci o velikosti 1.000 - 5.000 obyvatel. Z hlediska zaměstnání jsem na mateřské / rodičovské dovolené a příjem naší domácnosti je Do 15.000 Kč. Mám spíše dobrou životní úroveň. Spíše se zajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
2468,"Jsem muž, je mi 37 let, mé vzdělání je středoškolské vzdělání s maturitou. Žiji v Moravskoslezském kraji, v okresu Ostrava-město a obci o velikosti 20.001 - 100.000 obyvatel. Z hlediska zaměstnání jsem zaměstnanec na plný úvazek a příjem naší domácnosti je 25.001 - 30.000 Kč. Mám spíše dobrou životní úroveň. Velmi se zajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
2469,"Jsem žena, je mi 48 let, mé vzdělání je středoškolské vzdělání s maturitou. Žiji v Ústeckém kraji, v okresu Litoměřice a obci o velikosti 5.001 - 20.000 obyvatel. Z hlediska zaměstnání jsem bez zaměstnání, hledající práci a příjem naší domácnosti je Do 15.000 Kč. Nemám ani dobrou, ani špatnou životní úroveň. Vůbec se nezajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
2470,"Jsem muž, je mi 44 let, mé vzdělání je základní + středoškolské vzdělání bez maturity. Žiji v Středočeském kraji, v okresu Rakovník a obci o velikosti 5.001 - 20.000 obyvatel. Z hlediska zaměstnání jsem invalidní důchodce a příjem naší domácnosti je 20.001 - 25.000 Kč. Mám spíše špatnou životní úroveň. Spíše se zajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
2471,"Jsem žena, je mi 55 let, mé vzdělání je základní + středoškolské vzdělání bez maturity. Žiji v Olomouckém kraji, v okresu Přerov a obci o velikosti Méně než 1.000 obyvatel. Z hlediska zaměstnání jsem zaměstnanec na plný úvazek a příjem naší domácnosti je 30.001 - 40.000 Kč. Mám spíše dobrou životní úroveň. Velmi se zajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
2472,"Jsem žena, je mi 57 let, mé vzdělání je středoškolské vzdělání s maturitou. Žiji v Kraji Vysočina, v okresu Jihlava a obci o velikosti 5.001 - 20.000 obyvatel. Z hlediska zaměstnání jsem zaměstnanec na částečný úvazek a příjem naší domácnosti je 15.001 - 20.000 Kč. Mám spíše dobrou životní úroveň. Spíše se nezajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
2473,"Jsem žena, je mi 32 let, mé vzdělání je středoškolské vzdělání s maturitou. Žiji v Ústeckém kraji, v okresu Louny a obci o velikosti 20.001 - 100.000 obyvatel. Z hlediska zaměstnání jsem na mateřské / rodičovské dovolené a příjem naší domácnosti je 15.001 - 20.000 Kč. Nemám ani dobrou, ani špatnou životní úroveň. Spíše se nezajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
2474,"Jsem žena, je mi 61 let, mé vzdělání je středoškolské vzdělání s maturitou. Žiji v Zlínském kraji, v okresu Zlín a obci o velikosti 1.000 - 5.000 obyvatel. Z hlediska zaměstnání jsem důchodce a příjem naší domácnosti je 15.001 - 20.000 Kč. Nemám ani dobrou, ani špatnou životní úroveň. Spíše se zajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
2475,"Jsem muž, je mi 23 let, mé vzdělání je středoškolské vzdělání s maturitou. Žiji v Jihomoravském kraji, v okresu Brno-venkov a obci o velikosti Méně než 1.000 obyvatel. Z hlediska zaměstnání jsem zaměstnanec na plný úvazek a příjem naší domácnosti je 30.001 - 40.000 Kč. Nemám ani dobrou, ani špatnou životní úroveň. Spíše se zajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
2476,"Jsem muž, je mi 48 let, mé vzdělání je základní + středoškolské vzdělání bez maturity. Žiji v Plzeňském kraji, v okresu Plzeň-jih a obci o velikosti 1.000 - 5.000 obyvatel. Z hlediska zaměstnání jsem zaměstnanec na plný úvazek a příjem naší domácnosti je 25.001 - 30.000 Kč. Nemám ani dobrou, ani špatnou životní úroveň. Spíše se zajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
2477,"Jsem žena, je mi 53 let, mé vzdělání je středoškolské vzdělání s maturitou. Žiji v Středočeském kraji, v okresu Kladno a obci o velikosti 20.001 - 100.000 obyvatel. Z hlediska zaměstnání jsem zaměstnanec na plný úvazek a příjem naší domácnosti je 25.001 - 30.000 Kč. Mám velmi špatnou životní úroveň. Velmi se zajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
2478,"Jsem žena, je mi 63 let, mé vzdělání je středoškolské vzdělání s maturitou. Žiji v Jihočeském kraji, v okresu Jindřichův Hradec a obci o velikosti 1.000 - 5.000 obyvatel. Z hlediska zaměstnání jsem důchodce a příjem naší domácnosti je 20.001 - 25.000 Kč. Nemám ani dobrou, ani špatnou životní úroveň. Spíše se nezajímám o politiku. Ve volbách do poslanecké sněmovny v roce 2021 jsem volil:"
